5700000, 1, District 1 Marketplace, 24h
4900000, 1, District 10 Marketplace, 7d
4900000, 5, District 3 Marketplace, 30d
6300000, 1, District 7 Marketplace, 2d
6350000, 1, District 7 Marketplace, 29d
5500000, 1, Marketplace 17 Sanctuary Moon, 29d
5490000, 1, Marketplace 2 Alioth Moon 2, 29d
5500000, 2, Marketplace Alioth 17, 29d
5500000, 1, Marketplace Madis 2, 26d
6390000, 2, Marketplace Madis 5, 26d
4900000, 2, Sanctuary 2 Marketplace, 90d
4900000, 3, Sanctuary 2 Marketplace, 90d
